User_ID,Age_Group,Source_Channel,User_Device,Video_Completion_Rate,Watch_Duration_Mins,Is_Speed_Watching,Drop_off_Point,Registration_Status,Lead_Score,Consultation_Booked,Enrollment_Status,NPS_Score,Feedback_Keywords
U000574,25-34,Douyin (TikTok China),Android,0.55,10.9,No,Sales_Pitch,Registered,68,No,Not Paid,7,"Too Expensive, Pace Too Fast, Sales Too Pushy"
U000575,25-34,Douyin (TikTok China),PC,0.39,7.9,No,Middle,Registered,60,No,Not Paid,7,"Not Enough Examples, Too Expensive, Content Too Basic"
U000576,35-44,WeChat Channels (视频号),iOS,0.82,16.4,No,End,Registered,95,Yes,Not Paid,6,"Instructor Boring, Pace Too Fast"
U000577,25-34,Douyin (TikTok China),iOS,0.69,13.8,No,Middle,Registered,76,No,Not Paid,9,"Pace Too Fast, Too Expensive, Sales Too Pushy"
U000578,25-34,WeChat Moments (朋友圈),Android,0.56,11.2,No,Middle,Registered,91,Yes,Paid,9,"Good Instructor, Good Audio"
U000579,18-24,WeChat Channels (视频号),iOS,0.56,11.3,No,Sales_Pitch,Registered,91,Yes,Paid,9,"Good Instructor, Practical Tips"
U000580,18-24,Douyin (TikTok China),Android,0.79,15.9,No,End,Visitor,74,No,Not Paid,6,Not Enough Examples
U000581,35-44,WeChat Channels (视频号),Android,0.98,19.6,Yes,End,Registered,100,Yes,Paid,10,Good Instructor
U000582,35-44,WeChat Moments (朋友圈),Android,0.97,19.4,No,End,Registered,91,No,Not Paid,6,Instructor Boring
U000583,25-34,Douyin (TikTok China),Android,0.76,15.3,No,End,Registered,92,Yes,Not Paid,6,"Sales Too Pushy, Instructor Boring, Too Expensive"
U000584,35-44,Douyin (TikTok China),iOS,0.82,16.4,Yes,Sales_Pitch,Visitor,71,No,Not Paid,7,"Hard to Follow, Need More Support"
U000585,35-44,Douyin (TikTok China),PC,0.39,7.8,No,Sales_Pitch,Visitor,51,No,Not Paid,9,"Instructor Boring, Content Too Basic, Pace Too Fast"
U000586,18-24,WeChat Moments (朋友圈),iOS,0.77,15.4,No,End,Registered,92,Yes,Not Paid,9,"Not Enough Examples, Pace Too Fast"
U000587,35-44,Douyin (TikTok China),Android,0.87,17.4,No,End,Registered,98,Yes,Not Paid,7,"Not Enough Examples, Pace Too Fast, Sales Too Pushy"
U000588,25-34,Douyin (TikTok China),Android,0.89,17.7,No,Sales_Pitch,Registered,99,Yes,Not Paid,4,"Need More Support, Instructor Boring"
U000589,35-44,WeChat Channels (视频号),iOS,0.95,18.9,No,Sales_Pitch,Registered,100,Yes,Not Paid,5,"Content Too Basic, Pace Too Fast"
U000590,35-44,Douyin (TikTok China),iOS,0.75,15.0,No,End,Registered,91,Yes,Not Paid,5,Need More Support
U000591,45-54,Douyin (TikTok China),iOS,0.91,18.2,No,Sales_Pitch,Registered,100,Yes,Not Paid,6,"Instructor Boring, Sales Too Pushy, Audio Bad"
U000592,45-54,Douyin (TikTok China),Android,0.73,14.6,No,Sales_Pitch,Registered,90,Yes,Not Paid,7,"Hard to Follow, Instructor Boring"
U000593,25-34,WeChat Channels (视频号),iOS,0.99,19.8,Yes,End,Registered,100,Yes,Paid,10,Easy to Follow
U000594,25-34,WeChat Channels (视频号),Android,0.58,11.5,No,Sales_Pitch,Visitor,62,No,Not Paid,6,"Need More Support, Hard to Follow"
U000595,35-44,WeChat Channels (视频号),Android,0.75,15.1,Yes,End,Visitor,68,No,Not Paid,7,"Sales Too Pushy, Pace Too Fast, Hard to Follow"
U000596,35-44,WeChat Moments (朋友圈),Android,0.85,17.1,No,End,Registered,97,Yes,Not Paid,5,Need More Support
U000597,25-34,Douyin (TikTok China),iOS,0.61,12.3,No,Sales_Pitch,Registered,72,No,Not Paid,7,"Not Enough Examples, Audio Bad, Content Too Basic"
U000598,18-24,WeChat Channels (视频号),iOS,0.89,17.8,No,End,Registered,99,Yes,Not Paid,4,Pace Too Fast
U000599,35-44,WeChat Channels (视频号),Android,0.83,16.6,No,Sales_Pitch,Registered,96,Yes,Not Paid,6,"Hard to Follow, Instructor Boring"
U000600,25-34,Douyin (TikTok China),Android,0.83,16.6,Yes,Sales_Pitch,Registered,92,Yes,Not Paid,6,"Content Too Basic, Not Enough Examples"
U000601,18-24,WeChat Channels (视频号),PC,0.89,17.8,No,Sales_Pitch,Visitor,79,No,Not Paid,8,Instructor Boring
U000602,25-34,Douyin (TikTok China),iOS,0.6,12.0,No,Middle,Registered,93,Yes,Paid,8,"Clear Structure, Practical Tips"
U000603,18-24,Douyin (TikTok China),Android,0.8,16.0,No,Sales_Pitch,Registered,100,Yes,Paid,9,"Good Instructor, Content Useful"
U000604,25-34,Douyin (TikTok China),Android,0.93,18.7,No,Sales_Pitch,Registered,100,Yes,Paid,8,Clear Structure
U000605,18-24,Douyin (TikTok China),Android,0.49,9.8,Yes,Middle,Registered,61,No,Not Paid,4,Sales Too Pushy
U000606,25-34,Douyin (TikTok China),iOS,0.41,8.3,Yes,Sales_Pitch,Registered,57,No,Not Paid,3,Too Expensive
U000607,35-44,WeChat Moments (朋友圈),PC,0.49,9.8,No,Middle,Registered,77,Yes,Not Paid,9,"Not Enough Examples, Content Too Basic"
U000608,25-34,WeChat Channels (视频号),iOS,0.93,18.6,Yes,End,Registered,97,Yes,Not Paid,3,"Sales Too Pushy, Content Too Basic"
U000609,18-24,Douyin (TikTok China),iOS,0.48,9.5,No,Middle,Registered,76,Yes,Not Paid,6,"Too Expensive, Not Enough Examples"
U000610,35-44,Douyin (TikTok China),iOS,0.93,18.6,No,Sales_Pitch,Registered,100,Yes,Not Paid,3,Pace Too Fast
U000611,18-24,Douyin (TikTok China),Android,0.51,10.2,No,Middle,Registered,66,No,Not Paid,5,"Too Expensive, Content Too Basic"
U000612,18-24,Douyin (TikTok China),PC,0.81,16.2,No,End,Registered,83,No,Not Paid,6,"Sales Too Pushy, Pace Too Fast, Too Expensive"
U000613,35-44,Douyin (TikTok China),Android,0.92,18.4,No,End,Registered,100,Yes,Not Paid,5,"Audio Bad, Instructor Boring, Content Too Basic"
U000614,25-34,Douyin (TikTok China),iOS,0.88,17.7,No,Sales_Pitch,Registered,99,Yes,Not Paid,6,"Sales Too Pushy, Content Too Basic, Not Enough Examples"
U000615,25-34,WeChat Moments (朋友圈),iOS,0.72,14.4,No,End,Registered,99,Yes,Paid,10,Good Instructor
U000616,25-34,WeChat Moments (朋友圈),iOS,0.99,19.7,Yes,End,Registered,100,Yes,Paid,10,"Want More Examples, Good Audio"
U000617,45-54,WeChat Channels (视频号),iOS,0.78,15.6,No,Sales_Pitch,Registered,93,Yes,Not Paid,4,Hard to Follow
U000618,35-44,WeChat Moments (朋友圈),Android,0.89,17.9,Yes,End,Registered,83,No,Not Paid,3,"Need More Support, Instructor Boring"
U000619,35-44,Douyin (TikTok China),iOS,0.62,12.4,Yes,Middle,Registered,90,Yes,Paid,8,"Easy to Follow, Clear Structure"
U000620,45-54,Douyin (TikTok China),iOS,0.71,14.2,Yes,End,Registered,85,Yes,Not Paid,4,"Instructor Boring, Audio Bad, Pace Too Fast"
U000621,35-44,Douyin (TikTok China),iOS,0.74,14.8,No,Sales_Pitch,Visitor,71,No,Not Paid,8,"Audio Bad, Too Expensive"
U000622,35-44,Douyin (TikTok China),iOS,0.53,10.7,No,Sales_Pitch,Registered,79,Yes,Not Paid,5,Not Enough Examples
U000623,45-54,Douyin (TikTok China),Android,0.41,8.2,No,Sales_Pitch,Visitor,53,No,Not Paid,5,"Instructor Boring, Audio Bad, Not Enough Examples"
U000624,35-44,Douyin (TikTok China),PC,0.91,18.1,No,End,Registered,100,Yes,Not Paid,5,"Too Expensive, Instructor Boring"
U000625,35-44,Douyin (TikTok China),Android,0.51,10.1,Yes,Middle,Registered,74,Yes,Not Paid,6,"Audio Bad, Content Too Basic"
U000626,25-34,Douyin (TikTok China),Android,0.85,17.1,No,Sales_Pitch,Registered,97,Yes,Not Paid,8,"Instructor Boring, Content Too Basic"
U000627,25-34,WeChat Moments (朋友圈),Android,0.8,15.9,No,Sales_Pitch,Registered,82,No,Not Paid,7,"Not Enough Examples, Pace Too Fast, Audio Bad"
U000628,25-34,WeChat Channels (视频号),Android,0.94,18.7,Yes,End,Registered,98,Yes,Not Paid,3,Too Expensive
U000629,25-34,Douyin (TikTok China),iOS,0.49,9.9,No,Middle,Registered,65,No,Not Paid,7,"Too Expensive, Audio Bad, Sales Too Pushy"
U000630,45-54,WeChat Moments (朋友圈),Android,0.7,14.0,No,Middle,Registered,98,Yes,Paid,9,Easy to Follow
U000631,25-34,WeChat Moments (朋友圈),Android,0.97,19.5,No,End,Registered,100,Yes,Not Paid,3,Hard to Follow
U000632,25-34,WeChat Moments (朋友圈),Android,0.66,13.3,No,Middle,Registered,86,Yes,Not Paid,6,"Need More Support, Sales Too Pushy, Too Expensive"
U000633,25-34,Douyin (TikTok China),Android,0.83,16.6,No,End,Registered,84,No,Not Paid,7,Too Expensive
U000634,25-34,WeChat Channels (视频号),Android,0.7,14.1,No,Sales_Pitch,Visitor,69,No,Not Paid,5,Content Too Basic
U000635,25-34,Douyin (TikTok China),iOS,0.5,9.9,Yes,Middle,Registered,73,Yes,Not Paid,6,"Content Too Basic, Too Expensive, Pace Too Fast"
U000636,35-44,Douyin (TikTok China),iOS,0.62,12.4,Yes,Sales_Pitch,Registered,68,No,Not Paid,3,Audio Bad
U000637,25-34,Douyin (TikTok China),iOS,0.7,14.1,No,End,Visitor,69,No,Not Paid,8,"Pace Too Fast, Hard to Follow"
U000638,25-34,Douyin (TikTok China),PC,0.77,15.4,No,End,Registered,80,No,Not Paid,2,Hard to Follow
U000639,25-34,Douyin (TikTok China),Android,0.55,11.0,Yes,Middle,Visitor,56,No,Not Paid,10,"Sales Too Pushy, Too Expensive, Not Enough Examples"
U000640,35-44,Douyin (TikTok China),iOS,0.75,15.0,No,End,Registered,100,Yes,Paid,9,"Good Instructor, Easy to Follow"
U000641,18-24,Douyin (TikTok China),iOS,0.45,9.1,No,Middle,Registered,75,Yes,Not Paid,10,"Instructor Boring, Sales Too Pushy, Content Too Basic"
U000642,25-34,WeChat Channels (视频号),Android,0.43,8.6,No,Sales_Pitch,Registered,62,No,Not Paid,8,"Content Too Basic, Instructor Boring, Too Expensive"
U000643,35-44,Douyin (TikTok China),iOS,0.37,7.4,No,Middle,Visitor,50,No,Not Paid,7,"Too Expensive, Audio Bad, Pace Too Fast"
U000644,25-34,Douyin (TikTok China),PC,0.87,17.3,No,End,Registered,100,Yes,Paid,7,"Content Useful, Good Audio"
U000645,35-44,Douyin (TikTok China),Android,0.67,13.3,No,Middle,Registered,87,Yes,Not Paid,9,"Audio Bad, Content Too Basic"
U000646,25-34,WeChat Channels (视频号),iOS,0.75,15.0,No,Sales_Pitch,Registered,91,Yes,Not Paid,3,Not Enough Examples
U000647,18-24,WeChat Moments (朋友圈),Android,0.9,17.9,No,End,Visitor,79,No,Not Paid,3,"Content Too Basic, Too Expensive, Not Enough Examples"
U000648,25-34,Douyin (TikTok China),PC,0.39,7.8,No,Middle,Registered,59,No,Not Paid,8,"Sales Too Pushy, Content Too Basic, Need More Support"
U000649,35-44,Douyin (TikTok China),iOS,0.75,15.0,No,End,Registered,91,Yes,Not Paid,10,"Audio Bad, Need More Support, Sales Too Pushy"
U000650,35-44,WeChat Channels (视频号),PC,0.83,16.6,No,End,Registered,96,Yes,Not Paid,6,"Instructor Boring, Sales Too Pushy"
U000651,25-34,Douyin (TikTok China),iOS,0.71,14.3,No,Sales_Pitch,Registered,89,Yes,Not Paid,4,"Pace Too Fast, Not Enough Examples"
U000652,25-34,Douyin (TikTok China),iOS,0.45,8.9,No,Middle,Registered,75,Yes,Not Paid,5,"Sales Too Pushy, Pace Too Fast"
U000653,18-24,WeChat Moments (朋友圈),Android,0.9,18.0,No,Sales_Pitch,Registered,100,Yes,Not Paid,8,"Need More Support, Content Too Basic"
U000654,25-34,Douyin (TikTok China),iOS,0.77,15.3,No,End,Registered,80,No,Not Paid,7,"Need More Support, Content Too Basic"
U000655,35-44,Douyin (TikTok China),Android,0.41,8.2,No,Sales_Pitch,Visitor,53,No,Not Paid,5,"Sales Too Pushy, Content Too Basic, Not Enough Examples"
U000656,45-54,WeChat Channels (视频号),Android,0.96,19.2,Yes,End,Registered,100,Yes,Paid,10,Content Useful
U000657,25-34,WeChat Channels (视频号),Android,0.66,13.2,No,Sales_Pitch,Registered,86,Yes,Not Paid,5,"Instructor Boring, Not Enough Examples"
U000658,25-34,WeChat Channels (视频号),Android,0.98,19.7,No,Sales_Pitch,Registered,100,Yes,Not Paid,7,"Content Too Basic, Not Enough Examples"
U000659,45-54,WeChat Channels (视频号),Android,0.74,14.9,No,End,Registered,100,Yes,Paid,9,Want More Examples
U000660,18-24,WeChat Moments (朋友圈),iOS,0.49,9.8,No,Middle,Registered,65,No,Not Paid,6,"Hard to Follow, Content Too Basic, Instructor Boring"
U000661,25-34,Douyin (TikTok China),Android,0.78,15.6,No,End,Registered,93,Yes,Not Paid,8,"Audio Bad, Instructor Boring"
U000662,25-34,Douyin (TikTok China),Android,0.93,18.6,Yes,End,Registered,100,Yes,Paid,10,"Clear Structure, Easy to Follow"
U000663,45-54,Douyin (TikTok China),Android,0.46,9.1,Yes,Middle,Visitor,51,No,Not Paid,9,Instructor Boring
U000664,18-24,Douyin (TikTok China),iOS,0.68,13.5,No,Middle,Visitor,67,No,Not Paid,6,"Instructor Boring, Sales Too Pushy, Too Expensive"
U000665,35-44,Douyin (TikTok China),iOS,0.46,9.3,No,Middle,Registered,75,Yes,Not Paid,8,"Not Enough Examples, Pace Too Fast, Too Expensive"
U000666,35-44,Douyin (TikTok China),iOS,0.75,15.0,Yes,Sales_Pitch,Registered,87,Yes,Not Paid,6,Content Too Basic
U000667,35-44,Douyin (TikTok China),iOS,0.79,15.8,No,End,Registered,81,No,Not Paid,6,"Instructor Boring, Audio Bad, Need More Support"
U000668,25-34,Douyin (TikTok China),Android,0.54,10.8,Yes,Middle,Visitor,56,No,Not Paid,2,Instructor Boring
U000669,35-44,Douyin (TikTok China),Android,0.85,16.9,Yes,Sales_Pitch,Registered,80,No,Not Paid,6,"Content Too Basic, Need More Support"
U000670,35-44,Douyin (TikTok China),Android,0.31,6.1,Yes,Intro,Registered,63,Yes,Not Paid,8,Instructor Boring
U000671,45-54,Douyin (TikTok China),iOS,0.66,13.1,No,Middle,Visitor,66,No,Not Paid,5,"Need More Support, Too Expensive"
U000672,25-34,Douyin (TikTok China),Android,0.74,14.8,No,End,Registered,91,Yes,Not Paid,7,"Instructor Boring, Pace Too Fast, Sales Too Pushy"
U000673,35-44,Douyin (TikTok China),Android,0.87,17.5,No,End,Visitor,78,No,Not Paid,6,Not Enough Examples
U000674,35-44,Douyin (TikTok China),iOS,0.74,14.8,No,End,Registered,91,Yes,Not Paid,3,"Too Expensive, Need More Support, Not Enough Examples"
U000675,18-24,WeChat Moments (朋友圈),iOS,0.99,19.7,No,End,Registered,100,Yes,Paid,9,"Practical Tips, Good Audio"
U000676,35-44,WeChat Channels (视频号),PC,0.67,13.3,Yes,Middle,Registered,83,Yes,Not Paid,8,Instructor Boring
U000677,25-34,Douyin (TikTok China),Android,0.53,10.5,No,Sales_Pitch,Registered,67,No,Not Paid,5,"Content Too Basic, Too Expensive, Hard to Follow"
U000678,18-24,Douyin (TikTok China),iOS,0.77,15.4,Yes,End,Visitor,68,No,Not Paid,4,"Audio Bad, Pace Too Fast, Sales Too Pushy"
U000679,25-34,Douyin (TikTok China),iOS,0.58,11.7,No,Sales_Pitch,Visitor,62,No,Not Paid,6,"Too Expensive, Sales Too Pushy, Content Too Basic"
U000680,25-34,WeChat Channels (视频号),Android,0.65,13.0,No,Sales_Pitch,Visitor,66,No,Not Paid,6,Hard to Follow
U000681,25-34,WeChat Moments (朋友圈),PC,0.93,18.7,Yes,Sales_Pitch,Registered,97,Yes,Not Paid,2,"Not Enough Examples, Sales Too Pushy, Need More Support"
U000682,18-24,WeChat Moments (朋友圈),iOS,0.85,17.1,No,End,Registered,97,Yes,Not Paid,6,"Hard to Follow, Sales Too Pushy, Not Enough Examples"
U000683,35-44,WeChat Channels (视频号),PC,0.87,17.4,Yes,End,Registered,94,Yes,Not Paid,8,Sales Too Pushy
U000684,25-34,WeChat Moments (朋友圈),iOS,0.98,19.5,No,End,Registered,100,Yes,Paid,9,Easy to Follow
U000685,25-34,Douyin (TikTok China),PC,0.44,8.9,No,Middle,Registered,62,No,Not Paid,6,Instructor Boring
U000686,35-44,Douyin (TikTok China),iOS,0.8,15.9,Yes,End,Registered,90,Yes,Not Paid,7,"Need More Support, Content Too Basic"
U000687,18-24,Douyin (TikTok China),iOS,0.76,15.1,No,Sales_Pitch,Visitor,72,No,Not Paid,4,Too Expensive
U000688,25-34,Douyin (TikTok China),Android,0.91,18.1,No,Sales_Pitch,Registered,100,Yes,Not Paid,5,"Sales Too Pushy, Pace Too Fast, Instructor Boring"
U000689,35-44,WeChat Moments (朋友圈),iOS,0.99,19.7,No,End,Registered,100,Yes,Paid,10,Good Instructor
U000690,35-44,WeChat Channels (视频号),Android,0.91,18.2,No,Sales_Pitch,Registered,100,Yes,Not Paid,4,Instructor Boring
U000691,25-34,WeChat Channels (视频号),iOS,0.31,6.2,No,Intro,Visitor,47,No,Not Paid,6,Not Enough Examples
U000692,35-44,Douyin (TikTok China),Android,0.4,7.9,No,Middle,Registered,60,No,Not Paid,3,"Too Expensive, Not Enough Examples"
U000693,35-44,Douyin (TikTok China),iOS,0.46,9.3,Yes,Sales_Pitch,Registered,71,Yes,Not Paid,9,Audio Bad
U000694,25-34,WeChat Channels (视频号),PC,0.65,12.9,No,Middle,Visitor,66,No,Not Paid,3,"Need More Support, Pace Too Fast, Sales Too Pushy"
U000695,35-44,Douyin (TikTok China),iOS,0.97,19.3,Yes,End,Registered,99,Yes,Not Paid,7,"Sales Too Pushy, Instructor Boring, Audio Bad"
U000696,35-44,WeChat Channels (视频号),iOS,0.91,18.2,Yes,Sales_Pitch,Registered,96,Yes,Not Paid,6,"Instructor Boring, Hard to Follow, Content Too Basic"
U000697,35-44,WeChat Channels (视频号),PC,0.42,8.4,Yes,Sales_Pitch,Registered,69,Yes,Not Paid,1,"Hard to Follow, Sales Too Pushy"
U000698,35-44,Douyin (TikTok China),iOS,0.34,6.9,No,Intro,Visitor,49,No,Not Paid,7,Too Expensive
U000699,35-44,WeChat Channels (视频号),Android,0.76,15.3,No,End,Registered,80,No,Not Paid,9,"Instructor Boring, Not Enough Examples, Pace Too Fast"
U000700,35-44,WeChat Channels (视频号),iOS,0.64,12.8,Yes,Middle,Registered,81,Yes,Not Paid,4,"Hard to Follow, Pace Too Fast, Instructor Boring"
U000701,18-24,WeChat Moments (朋友圈),iOS,0.83,16.6,No,End,Visitor,76,No,Not Paid,10,"Sales Too Pushy, Instructor Boring"
U000702,18-24,Douyin (TikTok China),iOS,0.62,12.4,No,Middle,Registered,72,No,Not Paid,6,Content Too Basic
U000703,25-34,WeChat Channels (视频号),Android,0.77,15.5,No,End,Registered,93,Yes,Not Paid,8,"Content Too Basic, Hard to Follow"
U000704,18-24,Douyin (TikTok China),Android,0.85,17.1,No,End,Registered,97,Yes,Not Paid,7,"Too Expensive, Audio Bad"
U000705,18-24,Douyin (TikTok China),iOS,0.42,8.5,Yes,Middle,Registered,69,Yes,Not Paid,2,"Too Expensive, Instructor Boring, Content Too Basic"
U000706,18-24,Douyin (TikTok China),iOS,0.83,16.6,No,End,Registered,84,No,Not Paid,3,"Hard to Follow, Not Enough Examples, Need More Support"
U000707,18-24,WeChat Channels (视频号),Android,0.63,12.7,Yes,Middle,Registered,81,Yes,Not Paid,7,"Pace Too Fast, Content Too Basic"
U000708,18-24,Douyin (TikTok China),Android,0.51,10.2,No,Middle,Registered,78,Yes,Not Paid,6,Audio Bad
U000709,45-54,Douyin (TikTok China),iOS,0.8,16.0,Yes,Sales_Pitch,Registered,100,Yes,Paid,9,Good Audio
U000710,35-44,Douyin (TikTok China),iOS,0.64,12.8,No,Middle,Registered,95,Yes,Paid,10,"Good Instructor, Clear Structure"
U000711,45-54,WeChat Moments (朋友圈),Android,0.67,13.4,Yes,Sales_Pitch,Registered,71,No,Not Paid,3,"Content Too Basic, Audio Bad"
U000712,25-34,WeChat Channels (视频号),Android,0.87,17.5,Yes,End,Registered,100,Yes,Paid,7,"Want More Examples, Clear Structure"
U000713,45-54,WeChat Moments (朋友圈),iOS,0.6,12.0,Yes,Middle,Registered,89,Yes,Paid,8,Content Useful
U000714,25-34,Douyin (TikTok China),iOS,0.73,14.6,Yes,Sales_Pitch,Registered,86,Yes,Not Paid,4,Hard to Follow
U000715,35-44,WeChat Moments (朋友圈),PC,0.8,16.0,No,End,Visitor,74,No,Not Paid,5,Not Enough Examples
U000716,18-24,Douyin (TikTok China),Android,0.43,8.6,No,Middle,Visitor,54,No,Not Paid,8,Instructor Boring
U000717,35-44,WeChat Moments (朋友圈),Android,0.78,15.6,No,End,Registered,93,Yes,Not Paid,8,"Audio Bad, Sales Too Pushy"
U000718,45-54,WeChat Moments (朋友圈),PC,0.25,5.0,No,Intro,Visitor,44,No,Not Paid,7,"Sales Too Pushy, Content Too Basic, Audio Bad"
U000719,18-24,Douyin (TikTok China),Android,0.84,16.9,No,Sales_Pitch,Registered,100,Yes,Paid,10,Good Instructor
U000720,25-34,WeChat Channels (视频号),Android,0.51,10.1,No,Middle,Registered,78,Yes,Not Paid,7,"Hard to Follow, Need More Support"
U000721,25-34,WeChat Channels (视频号),iOS,0.67,13.4,Yes,Sales_Pitch,Registered,71,No,Not Paid,9,Instructor Boring
U000722,35-44,WeChat Channels (视频号),iOS,0.78,15.7,No,Sales_Pitch,Registered,81,No,Not Paid,7,"Pace Too Fast, Not Enough Examples, Hard to Follow"
U000723,45-54,WeChat Channels (视频号),PC,0.73,14.7,No,End,Visitor,70,No,Not Paid,7,Pace Too Fast
U000724,18-24,WeChat Channels (视频号),Android,0.72,14.4,No,Sales_Pitch,Registered,78,No,Not Paid,7,"Sales Too Pushy, Need More Support"
U000725,25-34,Douyin (TikTok China),Android,0.95,19.0,No,End,Registered,100,Yes,Paid,10,Good Audio
U000726,25-34,Douyin (TikTok China),iOS,0.75,15.0,Yes,Sales_Pitch,Registered,87,Yes,Not Paid,5,"Pace Too Fast, Sales Too Pushy"
U000727,45-54,Douyin (TikTok China),Android,0.37,7.3,Yes,Middle,Registered,66,Yes,Not Paid,3,"Sales Too Pushy, Too Expensive"
U000728,25-34,WeChat Channels (视频号),Android,0.67,13.4,Yes,Middle,Visitor,63,No,Not Paid,6,"Instructor Boring, Sales Too Pushy, Not Enough Examples"
U000729,35-44,WeChat Moments (朋友圈),Android,0.6,12.0,No,Middle,Registered,93,Yes,Paid,9,"Easy to Follow, Good Instructor"
U000730,35-44,WeChat Channels (视频号),iOS,0.8,16.0,No,End,Registered,94,Yes,Not Paid,10,Audio Bad
U000731,25-34,Douyin (TikTok China),Android,0.98,19.6,No,Sales_Pitch,Registered,92,No,Not Paid,7,"Content Too Basic, Need More Support, Too Expensive"
U000732,25-34,Douyin (TikTok China),Android,0.36,7.2,Yes,Sales_Pitch,Visitor,46,No,Not Paid,8,"Sales Too Pushy, Hard to Follow, Audio Bad"
U000733,18-24,Douyin (TikTok China),iOS,0.44,8.9,No,Middle,Visitor,54,No,Not Paid,6,"Too Expensive, Instructor Boring, Need More Support"
U000734,25-34,Douyin (TikTok China),iOS,0.89,17.8,Yes,Sales_Pitch,Registered,95,Yes,Not Paid,10,"Not Enough Examples, Pace Too Fast"
U000735,35-44,Douyin (TikTok China),Android,0.2,4.1,No,Intro,Registered,71,Yes,Paid,9,Practical Tips
U000736,35-44,WeChat Moments (朋友圈),Android,0.56,11.2,No,Middle,Visitor,61,No,Not Paid,6,"Too Expensive, Need More Support, Instructor Boring"
U000737,18-24,Douyin (TikTok China),Android,0.73,14.6,No,Sales_Pitch,Registered,78,No,Not Paid,9,"Too Expensive, Not Enough Examples, Instructor Boring"
U000738,25-34,Douyin (TikTok China),Android,0.59,11.8,No,Middle,Registered,82,Yes,Not Paid,6,"Need More Support, Instructor Boring, Too Expensive"
U000739,18-24,Douyin (TikTok China),iOS,0.86,17.2,No,Sales_Pitch,Registered,85,No,Not Paid,7,Instructor Boring
U000740,35-44,Douyin (TikTok China),iOS,0.61,12.1,Yes,Sales_Pitch,Visitor,59,No,Not Paid,7,Pace Too Fast
U000741,35-44,Douyin (TikTok China),iOS,0.92,18.5,No,End,Registered,100,Yes,Not Paid,4,Sales Too Pushy
U000742,25-34,WeChat Channels (视频号),iOS,0.84,16.8,No,Sales_Pitch,Registered,100,Yes,Paid,10,"Good Instructor, Good Audio"
U000743,25-34,WeChat Moments (朋友圈),Android,0.99,19.8,No,Sales_Pitch,Registered,100,Yes,Paid,8,"Practical Tips, Content Useful"
U000744,25-34,Douyin (TikTok China),Android,0.53,10.5,No,Middle,Visitor,59,No,Not Paid,5,"Not Enough Examples, Sales Too Pushy"
U000745,25-34,WeChat Channels (视频号),Android,0.94,18.8,No,End,Registered,100,Yes,Paid,9,Practical Tips
U000746,18-24,WeChat Moments (朋友圈),iOS,0.81,16.2,Yes,Sales_Pitch,Registered,91,Yes,Not Paid,7,"Instructor Boring, Need More Support, Sales Too Pushy"
U000747,18-24,WeChat Channels (视频号),Android,0.83,16.6,Yes,End,Registered,92,Yes,Not Paid,4,"Need More Support, Too Expensive"
U000748,45-54,WeChat Channels (视频号),PC,0.93,18.7,Yes,End,Registered,97,Yes,Not Paid,3,Too Expensive
U000749,25-34,WeChat Channels (视频号),Android,0.79,15.7,Yes,End,Registered,99,Yes,Paid,9,"Want More Examples, Practical Tips"
U000750,35-44,WeChat Channels (视频号),iOS,0.69,13.8,No,Sales_Pitch,Visitor,68,No,Not Paid,7,"Sales Too Pushy, Pace Too Fast"
U000751,25-34,Douyin (TikTok China),Android,0.53,10.7,No,Sales_Pitch,Registered,67,No,Not Paid,7,"Sales Too Pushy, Audio Bad, Pace Too Fast"
U000752,25-34,WeChat Channels (视频号),Android,0.82,16.4,No,Sales_Pitch,Registered,95,Yes,Not Paid,4,Instructor Boring
U000753,25-34,Douyin (TikTok China),Android,0.6,12.1,No,Sales_Pitch,Registered,83,Yes,Not Paid,6,"Too Expensive, Need More Support, Not Enough Examples"
U000754,25-34,Douyin (TikTok China),Android,0.85,16.9,No,End,Registered,100,Yes,Paid,8,Content Useful
U000755,25-34,WeChat Channels (视频号),PC,0.99,19.8,No,Sales_Pitch,Registered,100,Yes,Not Paid,5,Pace Too Fast
U000756,18-24,Douyin (TikTok China),iOS,0.78,15.7,No,End,Visitor,73,No,Not Paid,10,"Need More Support, Hard to Follow"
U000757,45-54,Douyin (TikTok China),Android,0.71,14.2,No,End,Visitor,69,No,Not Paid,8,"Sales Too Pushy, Pace Too Fast, Not Enough Examples"
U000758,35-44,WeChat Channels (视频号),iOS,0.63,12.6,Yes,Middle,Visitor,61,No,Not Paid,7,"Instructor Boring, Pace Too Fast"
U000759,25-34,WeChat Channels (视频号),Android,0.76,15.2,No,Sales_Pitch,Registered,92,Yes,Not Paid,3,"Not Enough Examples, Audio Bad, Need More Support"
U000760,25-34,WeChat Moments (朋友圈),Android,0.51,10.2,No,Middle,Registered,78,Yes,Not Paid,4,Sales Too Pushy
U000761,35-44,WeChat Channels (视频号),iOS,0.49,9.8,No,Middle,Visitor,57,No,Not Paid,5,"Sales Too Pushy, Need More Support"
U000762,25-34,Douyin (TikTok China),iOS,0.62,12.5,No,Middle,Registered,84,Yes,Not Paid,6,"Audio Bad, Pace Too Fast, Too Expensive"
U000763,25-34,Douyin (TikTok China),Android,0.53,10.7,Yes,Middle,Registered,63,No,Not Paid,7,"Too Expensive, Instructor Boring, Need More Support"
